"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Pricing","Sub_Title","Description","Summary","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Price","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Reserve_a_table","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Accessibility","Amenities","Service_options","Payments","Offerings","Crowd","Planning","From_the_business","Recycling"
"1473","club in mumbai","Mumbai Press Club","Glass House  Mahapalika Marg  opp. BMC HQ  Azad Maidan  Fort  Mumbai  Maharashtra 400001","Glass House","Mumbai","400001","Mahapalika Marg","Maharashtra","IN","Asia/Calcutta"," ","मुंबई प्रेस क्लब"," "," ","02222622988","022 2262 2988",,,"http://www.mumbaipressclub.com/","mumbaipressclub.com","Social club"," ","No","985","4.4"," ","open","Wednesday, 11 am-9 pm; Thursday, 11 am-9 pm; Friday, 11 am-9 pm; Saturday, 11 am-9 pm; Sunday, Closed; Monday, 11 am-9 pm; Tuesday, 11 am-9 pm; ","11 am-9 pm","Closed","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","Lat 18.9408132","Lng 72.83242709999999","18.9408132,72.83242709999999","7JCJWRRJ+8XF","ChIJA9pqPd_R5zsRzohPAy5XBrU"," ","https://www.google.com/maps/place/?q=place_id:ChIJA9pqPd_R5zsRzohPAy5XBrU","13044209225860876494","https://www.google.com/search?kgmid=/g/1wrghn45","/g/1wrghn45"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDE0ZL1ogE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.mumbaipressclub.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJA9pqPd_R5zsRzohPAy5XBrU&q=club+in+mumbai&authuser=0&hl=en&gl=IN","https://www.facebook.com/mumbaipressclub"," ","https://twitter.com/mumbaipressclub","https://www.instagram.com/mumbaipressclub/","https://www.youtube.com/mumbaipressclub",,"HTML, CSS, XML, XHTML, JavaScript","0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcIxgMoDg","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,"Debit cards | NFC mobile payments | Credit cards",,,,,
"1474","club in mumbai","The Indus Club","Vibgyor Tower  Level 4  Bandra Kurla Complex  Mumbai  Maharashtra 400051","Vibgyor Tower  Level 4","Mumbai","400051","Mumbai  Maharashtra 400051","Maharashtra","IN","Asia/Calcutta"," ","द इंडस क्लब"," "," ","02241600800","022 4160 0800",,,"http://www.theindusclub.com/","theindusclub.com","Club"," ","Yes","226","4.7"," ","open","Wednesday, 8 am-12 am; Thursday, 8 am-12 am; Friday, 8 am-12 am; Saturday, 9 am-1 am; Sunday, 10 am-5 pm; Monday, 8 am-12 am; Tuesday, 8 am-12 am; ","9 am-1 am","10 am-5 pm","8 am-12 am","8 am-12 am","8 am-12 am","8 am-12 am","8 am-12 am","Lat 19.067296499999998","Lng 72.867207","19.067296499999998,72.867207","7JFJ3V88+WV8","ChIJVd2qp8LI5zsRJDUSObnJ0vY"," ","https://www.google.com/maps/place/?q=place_id:ChIJVd2qp8LI5zsRJDUSObnJ0vY","17785499675803137316","https://www.google.com/search?kgmid=/g/11ddzsz817","/g/11ddzsz817"," ","https://lh5.googleusercontent.com/p/AF1QipO6quZkLZdtvf5JnuLzaoRRG0tUkL5E4pC-WWJv","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.theindusclub.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJVd2qp8LI5zsRJDUSObnJ0vY&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," ",,,"The Indus Club - Best Business Clubs in Mumbai. The most admired and aspired to club in Mumbai, The Indus Club at BKC, is where the finest minds come together to exchange ideas, forge new connections and nurture old ones.","best clubs in mumbai, top clubs in mumbai, luxury clubs in mumbai, networking clubs in mumbai, business clubs","0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcI8QMoDw","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating",,,,,,,,
"1475","club in mumbai","Club Escape","Infiniti Mall  KL Walawalkar Marg  Phase D  Shastri Nagar  Andheri West  Mumbai  Maharashtra 400047","Infiniti Mall","Mumbai"," ","KL Walawalkar Marg","Maharashtra","IN","Asia/Calcutta","₹2,000+","क्लब एस्केप"," "," ","02267021691","022 6702 1691"," "," ",,,"Bar"," ","No","104","3.6"," ","open","Wednesday, 7 pm-1:30 am; Thursday, 7 pm-1:30 am; Friday, 7 pm-1:30 am; Saturday, 7 pm-1:30 am; Sunday, 7 pm-1:30 am; Monday, 7 pm-1:30 am; Tuesday, 7 pm-1:30 am; ","7 pm-1:30 am","7 pm-1:30 am","7 pm-1:30 am","7 pm-1:30 am","7 pm-1:30 am","7 pm-1:30 am","7 pm-1:30 am","Lat 19.1408223","Lng 72.831909","19.1408223,72.831909","7JFJ4RRJ+8QF","ChIJWWp729O35zsRnhKAOUThtpQ","https://www.swiggy.com/restaurants/club-escape-veera-desai-andheri-west-mumbai-840477/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve","https://www.google.com/maps/place/?q=place_id:ChIJWWp729O35zsRnhKAOUThtpQ","10716000046513394334","https://www.google.com/search?kgmid=/g/11svrqnqls","/g/11svrqnqls","https://www.google.com/maps/reserve/v/dine/c/V7Hs_RR6WDY?source=pa&opi=79508299&hl=en-IN&gei=s9SAaKGLHNjXseMP3IKU6A0","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICJz4yJrQE"," ","https://search.google.com/local/reviews?placeid=ChIJWWp729O35zsRnhKAOUThtpQ&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcImQQoEA",,"Restroom","Dine-in","Credit cards | Debit cards | NFC mobile payments | Credit cards","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Spirits | Wine","Groups | Tourists","Accepts reservations",,
"1476","club in mumbai","Waves - The HighTide Club","Princess Dock Building  Bayview Lawns  Victoria Docks  BPT  Mazgaon  Mumbai  Maharashtra 400009","Princess Dock Building","Mumbai","400009","Bayview Lawns","Maharashtra","IN","Asia/Calcutta"," ","वावेस - द HighTide क्लब"," "," "," ",," "," ",,,"Club","Lounge","Yes","73","4.1"," ","open","Wednesday, 4 pm-1:30 am; Thursday, 4 pm-1:30 am; Friday, 4 pm-1:30 am; Saturday, 4 pm-1:30 am; Sunday, 4 pm-1:30 am; Monday, Closed; Tuesday, 4 pm-1:30 am; ","4 pm-1:30 am","4 pm-1:30 am","Closed","4 pm-1:30 am","4 pm-1:30 am","4 pm-1:30 am","4 pm-1:30 am","Lat 18.953413599999998","Lng 72.8461337","18.953413599999998,72.8461337","7JCJXR3W+9F6","ChIJe5OcNKvP5zsRkJFoZXBu0PA"," ","https://www.google.com/maps/place/?q=place_id:ChIJe5OcNKvP5zsRkJFoZXBu0PA","17352490793275265424","https://www.google.com/search?kgmid=/g/11y22v03s4","/g/11y22v03s4"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgMCAzd-TDQ"," ","https://search.google.com/local/reviews?placeid=ChIJe5OcNKvP5zsRkJFoZXBu0PA&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcIzgQoEQ","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,,"Cuisine","LGBTQ+ friendly",,,
"1477","club in mumbai","B - Lounge","Krishna Palace Hotel  Nana Chowk  Zoroastrian Colony  Grant Road  Mumbai  Maharashtra 400007","Krishna Palace Hotel","Mumbai","400007","Nana Chowk","Maharashtra","IN","Asia/Calcutta","₹2,000+","बरोके","Glitzy, mock Italian lounge bar in a business hotel.","Business hotel's nightclub & lounge bar","09819353915","098193 53915"," "," ",,,"Lounge","Restaurant","No","248","4","Business hotel's nightclub & lounge bar","open","Wednesday, Closed; Thursday, Closed; Friday, 8 pm-3 am; Saturday, 8 pm-3 am; Sunday, Closed; Monday, Closed; Tuesday, Closed; ","8 pm-3 am","Closed","Closed","Closed","Closed","Closed","8 pm-3 am","Lat 18.9625295","Lng 72.8139788","18.9625295,72.8139788","7JCJXR77+2H9","ChIJ2ZVVFg3O5zsRvpSUNoHl4_U","https://www.zomato.com/mumbai/baroke-a-listening-bar-grant-road/book?utm_source=rwg","https://www.google.com/maps/place/?q=place_id:ChIJ2ZVVFg3O5zsRvpSUNoHl4_U","17718257702134912190","https://www.google.com/search?kgmid=/g/1q5hrh96c","/g/1q5hrh96c","https://www.google.com/maps/reserve/v/dine/c/O7uYOVk_5vQ?source=pa&opi=79508299&hl=en-IN&gei=s9SAaKGLHNjXseMP3IKU6A0","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICMkoS8SQ"," ","https://search.google.com/local/reviews?placeid=ChIJ2ZVVFg3O5zsRvpSUNoHl4_U&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcI9QQoEg","Wheelchair-accessible toilet | Wheelchair-accessible car park | Wheelchair-accessible entrance","Restroom","Delivery | Takeaway | Dine-in","Credit cards | NFC mobile payments","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Happy-hour food | Spirits | Wine | Dishes","Groups | Tourists","Accepts reservations",,
"1478","club in mumbai","C'est La Vie Mumbai","164  Hill Rd  next to Holy Family Hospital  Bandra West  Mumbai  Maharashtra 400050","164  Hill Rd","Mumbai","400050","next to Holy Family Hospital","Maharashtra","IN","Asia/Calcutta"," ","सिस्ट ला वी मुंबई"," "," ","02261322222","022 6132 2222",,,"http://www.cestlavie.co.in/","cestlavie.co.in","Night club","Bar","Yes","492","3.8"," ","open","Wednesday, 7 am-11 pm; Thursday, 7 am-11 pm; Friday, 7 am-11 pm; Saturday, 7 am-11 pm; Sunday, 7 am-11 pm; Monday, 7 am-11 pm; Tuesday, 7 am-11 pm; ","7 am-11 pm","7 am-11 pm","7 am-11 pm","7 am-11 pm","7 am-11 pm","7 am-11 pm","7 am-11 pm","Lat 19.055019599999998","Lng 72.8282596","19.055019599999998,72.8282596","7JFJ3R4H+282","ChIJE61itz_J5zsRVV_cz9qXh50"," ","https://www.google.com/maps/place/?q=place_id:ChIJE61itz_J5zsRVV_cz9qXh50","11351208351856615253","https://www.google.com/search?kgmid=/g/1tdcdvjs","/g/1tdcdvjs"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICkqum4OQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.cestlavie.co.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJE61itz_J5zsRVV_cz9qXh50&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," ","https://www.instagram.com/invincibleboudoir/?hl=en",,,,"0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcIzQUoEw","Wheelchair-accessible toilet","Restroom","Takeaway | Dine-in","Credit cards | Debit cards | NFC mobile payments | Credit cards","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Spirits | Wine | Cuisine","Groups","Accepts reservations","Identifies as women-owned",
"1479","club in mumbai","Beryl Club","Lobby B-Wing  Hotel Kohinoor Continental  Andheri - Kurla Rd  J B Nagar  Andheri East  Mumbai  Maharashtra 400059","Lobby B-Wing","Mumbai","400059","Hotel Kohinoor Continental","Maharashtra","IN","Asia/Calcutta","₹₹₹₹","बेरिल क्लब","Refined hotel bar with wicker seating & wood floors & walls, plus a range of international snacks.","Hotel bar in classy, wood-heavy environs","02267693606","022 6769 3606","+912267693500",,"https://www.hotelkohinoorcontinental.com/","hotelkohinoorcontinental.com","Lounge","Restaurant","Yes","130","4.2","Hotel bar in classy, wood-heavy environs","open","Wednesday, 11 am-11:30 pm; Thursday, 11 am-11:30 pm; Friday, 11 am-11:30 pm; Saturday, 11 am-11:30 pm; Sunday, 11 am-11:30 pm; Monday, 11 am-11:30 pm; Tuesday, 11 am-11:30 pm; ","11 am-11:30 pm","11 am-11:30 pm","11 am-11:30 pm","11 am-11:30 pm","11 am-11:30 pm","11 am-11:30 pm","11 am-11:30 pm","Lat 19.1122607","Lng 72.8679398","19.1122607,72.8679398","7JFJ4V69+W54","ChIJ1eoIxT7I5zsRVyXTayOxqZg","https://www.swiggy.com/restaurants/the-beryl-club-chakala-andheri-west-mumbai-605746/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve","https://www.google.com/maps/place/?q=place_id:ChIJ1eoIxT7I5zsRVyXTayOxqZg","11000518330520118615","https://www.google.com/search?kgmid=/g/1tx_4v0s","/g/1tx_4v0s","https://www.google.com/maps/reserve/v/dine/c/rPtE-_AjqjM?source=pa&opi=79508299&hl=en-IN&gei=s9SAaKGLHNjXseMP3IKU6A0","https://lh5.googleusercontent.com/p/AF1QipNUnWQRLiyjz9Z9OF6YzFVZPyvFQvVP8JnIqRMf","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.hotelkohinoorcontinental.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJ1eoIxT7I5zsRVyXTayOxqZg&q=club+in+mumbai&authuser=0&hl=en&gl=IN","http://www.facebook.com/kohinoorhotels","https://in.linkedin.com/company/kohinoor-hotels-india"," ","https://www.instagram.com/kohinoorhotelsindia/",,"Kohinoor Continental, a premier 4-star hotel in Andheri East, Mumbai. Hotel located Near Mumbai International Airport, offering top amenities for business and leisure travelers.",,"0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcI-QUoFA",,"Restroom","Takeaway | Dine-in","Credit cards | Debit cards | NFC mobile payments","Alcohol | Beer | Cocktails | Food | Food at bar | Spirits | Wine | Dishes","Groups","Accepts reservations",,
"1480","club in mumbai","AER","34th Floor  1/136  Dr Elijah Moses Rd  Gandhi Nagar  Upper Worli  Worli  Mumbai  Maharashtra 400018","34th Floor","Mumbai","400018","1/136  Dr Elijah Moses Rd","Maharashtra","IN","Asia/Calcutta","₹2,000+","ओर","Luxe open-air rooftop bar at the Four Seasons hotel with cocktails, champagne & tapas, plus DJs.","Chic rooftop hotel lounge with tapas","02269828000","022 6982 8000","+912269828000",,"https://www.fourseasons.com/mumbai/dining/lounges/aer/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-mum-fab-mid-seo-na&utm_content=na-na&utm_term=na","fourseasons.com","Lounge","Bar","Yes","2946","4.4","Chic rooftop hotel lounge with tapas","open","Wednesday, 5 pm-1:30 am; Thursday, 5 pm-1:30 am; Friday, 5 pm-1:30 am; Saturday, 5 pm-1:30 am; Sunday, 5 pm-1:30 am; Monday, 5 pm-1:30 am; Tuesday, 5 pm-1:30 am; ","5 pm-1:30 am","5 pm-1:30 am","5 pm-1:30 am","5 pm-1:30 am","5 pm-1:30 am","5 pm-1:30 am","5 pm-1:30 am","Lat 18.9937424","Lng 72.8202742","18.9937424,72.8202742","7JCJXRVC+F4R","ChIJVUOesI_O5zsR3dYGhd70xzc","https://www.fourseasons.com/mumbai/dining/lounges/aer/","https://www.google.com/maps/place/?q=place_id:ChIJVUOesI_O5zsR3dYGhd70xzc","4019450429003192029","https://www.google.com/search?kgmid=/g/1tv22mnr","/g/1tv22mnr"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICE_qmsQg","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.fourseasons.com/mumbai/dining/lounges/aer/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-mum-fab-mid-seo-na&utm_content=na-na&utm_term=na&size=48","https://search.google.com/local/reviews?placeid=ChIJVUOesI_O5zsR3dYGhd70xzc&q=club+in+mumbai&authuser=0&hl=en&gl=IN","https://www.facebook.com/FourSeasons"," "," ","https://www.instagram.com/fourseasons/","https://www.youtube.com/fourseasons","Four Seasons Hotel Mumbai’s highest sky bar, AER, offers the most innovative cocktails and wine selection with unmatched panoramic views of the bay. Reserve now.","rooftop bar at mumbai luxury hotel | four seasons hotel Rooftop Bar At Mumbai Luxury Hotel | Four Seasons Hotel","0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcIvgYoFQ","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet","Restroom","Outdoor seating | Delivery | Dine-in","Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Private dining room | Spirits | Wine","Groups | LGBTQ+ friendly | Tourists","Accepts reservations | Usually a wait",,
"1481","club in mumbai","Garware Club House","Wankhede Stadium  D Rd  Churchgate  Mumbai  Maharashtra 400020","Wankhede Stadium","Mumbai","400020","D Rd","Maharashtra","IN","Asia/Calcutta"," ","गरवारे क्लब हाऊस"," "," ","02269003232","022 6900 3232",,,"http://garwareclub.co.in/","garwareclub.co.in","Sports club"," ","Yes","4374","4.4"," ","open","Wednesday, 7 am-11 pm; Thursday, 7 am-11 pm; Friday, 7 am-11 pm; Saturday, 7 am-11 pm; Sunday, 7 am-11 pm; Monday, 7 am-11 pm; Tuesday, 7 am-11 pm; ","7 am-11 pm","7 am-11 pm","7 am-11 pm","7 am-11 pm","7 am-11 pm","7 am-11 pm","7 am-11 pm","Lat 18.937696199999998","Lng 72.825283","18.937696199999998,72.825283","7JCJWRQG+34F","ChIJP_2C4ODR5zsRdLuDRBeNGtc"," ","https://www.google.com/maps/place/?q=place_id:ChIJP_2C4ODR5zsRdLuDRBeNGtc","15499856198622231412","https://www.google.com/search?kgmid=/g/1tk6tcwh","/g/1tk6tcwh"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID4lvfriQE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://garwareclub.co.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJP_2C4ODR5zsRdLuDRBeNGtc&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," ",,,"Mumbai's Garware Club House - World-class facilities and infrastructure for the promotion of sports and health.",,"0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcImwcoFg","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible toilet","Restroom","On-site services",,,,,,
"1482","club in mumbai","Escobar","4th Floor  VN Sphere Mall  199  Linking Rd  Bandra West  Mumbai  Maharashtra 400050","4th Floor","Mumbai","400050","VN Sphere Mall","Maharashtra","IN","Asia/Calcutta","₹2,000+","एस्कोबार"," "," ","09867911911","098679 11911","+912226407070",,"https://www.escobar.in/","escobar.in","Lounge","Bar","Yes","3194","4.2"," ","open","Wednesday, 7 pm-1:30 am; Thursday, 7 pm-1:30 am; Friday, 7 pm-1:30 am; Saturday, 7 pm-1:30 am; Sunday, 7 pm-1:30 am; Monday, 7 pm-1:30 am; Tuesday, 7 pm-1:30 am; ","7 pm-1:30 am","7 pm-1:30 am","7 pm-1:30 am","7 pm-1:30 am","7 pm-1:30 am","7 pm-1:30 am","7 pm-1:30 am","Lat 19.0600351","Lng 72.8363962","19.0600351,72.8363962","7JFJ3R6P+2H6","ChIJaeWdThbJ5zsR2aJEhQsdhZI","https://www.swiggy.com/restaurants/escobar-tapas-bar-bandra-west-mumbai-613641/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve","https://www.google.com/maps/place/?q=place_id:ChIJaeWdThbJ5zsR2aJEhQsdhZI","10557876836757709529","https://www.google.com/search?kgmid=/g/1v3lndy5","/g/1v3lndy5","https://www.google.com/maps/reserve/v/dine/c/pv0YctOvPpE?source=pa&opi=79508299&hl=en-IN&gei=s9SAaKGLHNjXseMP3IKU6A0","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC4i-boxAE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.escobar.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJaeWdThbJ5zsR2aJEhQsdhZI&q=club+in+mumbai&authuser=0&hl=en&gl=IN","https://www.facebook.com/escobarmumbai/"," "," ","https://www.instagram.com/escobarmumbai/?igshid=YmMyMTA2M2Y%3D",,,,"0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcIxQcoFw",,"Restroom","Outdoor seating | Delivery | Takeaway | Dine-in","Credit cards | Debit cards | NFC mobile payments | Credit cards","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Spirits | Wine | Cuisine | Dishes","Groups | Tourists","Accepts reservations",,
"1483","club in mumbai","Opm club","3R9Q+532  5th Rd  Khar  Ram Krishna Nagar  Khar West  Mumbai  Maharashtra 400052","3R9Q+532","Mumbai","400052","5th Rd","Maharashtra","IN","Asia/Calcutta"," ","ओपीएम क्लब"," "," "," ",," "," ",,,"Club"," ","No","21","4.5"," ","open"," ",,,,,,,,"Lat 19.067888999999997","Lng 72.8376415","19.067888999999997,72.8376415","7JFJ3R9Q+532","ChIJtSYbZE_J5zsRGHEboCJNqeE"," ","https://www.google.com/maps/place/?q=place_id:ChIJtSYbZE_J5zsRGHEboCJNqeE","16260612740708266264","https://www.google.com/search?kgmid=/g/11lky_rgqm","/g/11lky_rgqm"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICxtMTO_gE"," ","https://search.google.com/local/reviews?placeid=ChIJtSYbZE_J5zsRGHEboCJNqeE&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcInggoGA",,,,,,,,,
"1484","club in mumbai","LIV Bombay","Temple Bar Building  145  Mahatma Gandhi Road  Kala Ghoda  Fort  Mumbai  Maharashtra 400001","Temple Bar Building","Mumbai","400001","145  Mahatma Gandhi Road","Maharashtra","IN","Asia/Calcutta"," ","लिव बॉम्बे"," "," "," ",," "," ",,,"Disco club"," ","No","5","5"," ","open","Wednesday, Closed; Thursday, Closed; Friday, 8 pm-1:30 am; Saturday, 8 pm-1:30 am; Sunday, 8 pm-1:30 am; Monday, Closed; Tuesday, Closed; ","8 pm-1:30 am","8 pm-1:30 am","Closed","Closed","Closed","Closed","8 pm-1:30 am","Lat 18.9283817","Lng 72.8316926","18.9283817,72.8316926","7JCJWRHJ+9M4","ChIJi3jz-uvR5zsRlJRsxl3-7Mc"," ","https://www.google.com/maps/place/?q=place_id:ChIJi3jz-uvR5zsRlJRsxl3-7Mc","14406168986765792404","https://www.google.com/search?kgmid=/g/11ssfz6p2x","/g/11ssfz6p2x"," ","https://lh5.googleusercontent.com/p/WX_uZV_R7yWHcNBkhD-51A"," ","https://search.google.com/local/reviews?placeid=ChIJi3jz-uvR5zsRlJRsxl3-7Mc&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwjhsL3s_NKOAxXYa2wGHVwBBd0Q8BcIuggoGQ",,"Restroom","Dine-in","Credit cards","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Spirits | Wine","Groups | LGBTQ+ friendly","Reservations required | Accepts reservations",,
"1485","club in mumbai","The Council","Sahjivan Building  St Theresa Rd  above Starbucks  Khar West  Mumbai  Maharashtra 400052","Sahjivan Building","Mumbai","400052","St Theresa Rd","Maharashtra","IN","Asia/Calcutta"," ","द काउन्सिल"," "," "," ",," "," ",,,"Night club"," ","No","18","4.4"," ","open","Wednesday, Closed; Thursday, Closed; Friday, Open 24 hours; Saturday, Open 24 hours; Sunday, Open 24 hours; Monday, 12 am-5 pm; Tuesday, Closed; ","Open 24 hours","Open 24 hours","12 am-5 pm","Closed","Closed","Closed","Open 24 hours","Lat 19.0655887","Lng 72.8331745","19.0655887,72.8331745","7JFJ3R8M+67M","ChIJa6dnTx_J5zsRJtXV1C-0Qyc"," ","https://www.google.com/maps/place/?q=place_id:ChIJa6dnTx_J5zsRJtXV1C-0Qyc","2829303108446049574","https://www.google.com/search?kgmid=/g/11fpj6v7yk","/g/11fpj6v7yk"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDM_MGaVQ"," ","https://search.google.com/local/reviews?placeid=ChIJa6dnTx_J5zsRJtXV1C-0Qyc&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwjntvv2_NKOAxWiT2wGHbs8PIAQ8BcICygG",,"Restroom","Dine-in",,"Alcohol | Dancing | Food | Food at bar | Spirits | Wine","Groups",,,
"1486","club in mumbai","VOLTAGE(MADNESS)","Ramee Guestline Hotel  757  Swami Vivekananda Rd  Khar  Ram Krishna Nagar  Khar West  Mumbai  Maharashtra 400052","Ramee Guestline Hotel","Mumbai","400052","757  Swami Vivekananda Rd","Maharashtra","IN","Asia/Calcutta"," ","वोल्तागे"," "," "," ",," "," ",,,"Night club","Pub","Yes","312","3.6"," ","open","Wednesday, 4 pm-1:30 am; Thursday, Closed; Friday, 4 pm-1:30 am; Saturday, 2 pm-1:30 am; Sunday, Closed; Monday, 4 pm-1:30 am; Tuesday, 4 pm-1:30 am; ","2 pm-1:30 am","Closed","4 pm-1:30 am","4 pm-1:30 am","4 pm-1:30 am","Closed","4 pm-1:30 am","Lat 19.0679286","Lng 72.8375085","19.0679286,72.8375085","7JFJ3R9Q+52C","ChIJ4_VJNw7J5zsR0PK572hQuKs"," ","https://www.google.com/maps/place/?q=place_id:ChIJ4_VJNw7J5zsR0PK572hQuKs","12373728387829199568","https://www.google.com/search?kgmid=/g/1tj1__wh","/g/1tj1__wh"," ","https://lh5.googleusercontent.com/p/AF1QipMsrcE6jWDKUsN9Gsfx9NKpQH-lUTKakjpQS6Yp"," ","https://search.google.com/local/reviews?placeid=ChIJ4_VJNw7J5zsR0PK572hQuKs&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwjntvv2_NKOAxWiT2wGHbs8PIAQ8BcIMigH",,"Restroom","Takeaway | Dine-in","Credit cards | Debit cards | NFC mobile payments","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Spirits | Wine","Groups","Reservations required | Accepts reservations",,
