"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Sub_Title","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Service_options","Payments","Offerings","Planning","Amenities","Accessibility","Crowd","Recycling","From_the_business"
"1424","clothing in gujarat","સંઘમિત્રા ફેશન વર્લ્ડ","Vijay Nagar  Dhoraji  Gujarat 360410","Vijay Nagar","Dhoraji"," ","Dhoraji  Gujarat 360410","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Clothing store"," ","No","1","5","open"," ",,,,,,,,"Lat 21.7473472","Lng 70.448579","21.7473472,70.448579","7JHGPCWX+WCP","ChIJwTkezzAeWDkRVeFhB6XJgqo","https://www.google.com/maps/place/?q=place_id:ChIJwTkezzAeWDkRVeFhB6XJgqo","12286604444050776405","https://www.google.com/search?kgmid=/g/11y1f8mtjw","/g/11y1f8mtjw"," "," ","https://search.google.com/local/reviews?placeid=ChIJwTkezzAeWDkRVeFhB6XJgqo&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcIzwMoGQ",,,,"Quick visit",,,,,
"1425","clothing in gujarat","Rajputana silk palace","PJGH+CJJ  Javahar Rd  Tagore Bagh  Surendranagar  Gujarat 363002","PJGH+CJJ","Surendranagar","363002","Javahar Rd","Gujarat","IN","Asia/Calcutta","રાજપૂતાના સિલ્ક પેલેસ","09376005757","093760 05757"," "," ",,,"Clothing store"," ","No","4","4.5","open"," ",,,,,,,,"Lat 22.7260992","Lng 71.6290221","22.7260992,71.6290221","7JJHPJGH+CJJ","ChIJ0Q3FozBBWTkRnX5AchdbBMY","https://www.google.com/maps/place/?q=place_id:ChIJ0Q3FozBBWTkRnX5AchdbBMY","14268629675675778717","https://www.google.com/search?kgmid=/g/11fmpyclxl","/g/11fmpyclxl","https://lh5.googleusercontent.com/p/mT7gSllU8QKdqkOUXmVJAQ"," ","https://search.google.com/local/reviews?placeid=ChIJ0Q3FozBBWTkRnX5AchdbBMY&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcICygG",,,,,,,,,
"1426","clothing in gujarat","KURESHI ARIFBHAI IBRAHIMBHAI","Shop 2  Dal Mill Rd  Patrawadi  Surendranagar  Gujarat 363040","Shop 2","Surendranagar","363040","Dal Mill Rd","Gujarat","IN","Asia/Calcutta"," ","09173397208","091733 97208"," "," ",,,"Men's clothing store"," ","Yes","0","0","open"," ",,,,,,,,"Lat 22.730139599999998","Lng 71.6245981","22.730139599999998,71.6245981","7JJHPJJF+3R5","ChIJrfsvZ0xBWTkRp4uxSMgVJ64","https://www.google.com/maps/place/?q=place_id:ChIJrfsvZ0xBWTkRp4uxSMgVJ64","12549022836648414119","https://www.google.com/search?kgmid=/g/11xkd_1wh1","/g/11xkd_1wh1","https://lh5.googleusercontent.com/p/w5lW6mTIH_6pNM_ZXSyEwg"," "," "," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIKygH",,,"Men's clothing",,,,,,
"1427","clothing in gujarat","Shreeji Silk Palace","Javahar Rd  opp. Ajay Arcade  Vadhavan  Surendranagar  Gujarat 363002","Javahar Rd","Surendranagar","363002","opp. Ajay Arcade","Gujarat","IN","Asia/Calcutta"," ","09601153851","096011 53851"," "," ",,,"Clothing store"," ","Yes","1","5","open"," ",,,,,,,,"Lat 22.726167999999998","Lng 71.63130459999999","22.726167999999998,71.63130459999999","7JJHPJGJ+FG7","ChIJZ0B6GmxBWTkRqzHCDqef03c","https://www.google.com/maps/place/?q=place_id:ChIJZ0B6GmxBWTkRqzHCDqef03c","8634420450455335339","https://www.google.com/search?kgmid=/g/11td27glm7","/g/11td27glm7","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICkspqjtQE"," ","https://search.google.com/local/reviews?placeid=ChIJZ0B6GmxBWTkRqzHCDqef03c&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIRygI",,"Debit cards | NFC mobile payments | Credit cards",,"Quick visit",,,,,
"1428","clothing in gujarat","NEW GANGA SELECTION","Darwaja Andar Main Bazar  Uchadi  Khamidana  Barwala  Gujarat 382450","Darwaja Andar Main Bazar","Khamidana, Barwala","382450","Khamidana  Barwala  Gujarat 382450","Gujarat","IN","Asia/Calcutta"," ","09824267174","098242 67174"," "," ",,,"Men's clothing store"," ","Yes","0","0","open"," ",,,,,,,,"Lat 22.1512565","Lng 71.8931714","22.1512565,71.8931714","7JJH5V2V+G73","ChIJq20Y49zNWDkRDdkoAZbTmV0","https://www.google.com/maps/place/?q=place_id:ChIJq20Y49zNWDkRDdkoAZbTmV0","6744654558182037773","https://www.google.com/search?kgmid=/g/11ldm0yt2v","/g/11ldm0yt2v","https://lh5.googleusercontent.com/p/AF1QipPWMVYpdhwUlKAFTM9eX_aXOwYctYwqh5SauRGf"," "," "," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIZSgJ",,,"Men's clothing","Quick visit",,,,,
"1429","clothing in gujarat","D&D Collection Surendranagar","Jawahar chowk  Javahar Rd  Vadhavan  Surendranagar  Gujarat 363001","Jawahar chowk","Surendranagar","363001","Javahar Rd","Gujarat","IN","Asia/Calcutta"," ","09510348880","095103 48880"," "," ",,,"Men's clothing store"," ","Yes","0","0","open","Wednesday, 9-9:30 am; Thursday, 9-9:30 am; Friday, 9-9:30 am; Saturday, 9 am-12 am; Sunday, 9-9:30 am; Monday, 9-9:30 am; Tuesday, 9-9:30 am; ","9 am-12 am","9-9:30 am","9-9:30 am","9-9:30 am","9-9:30 am","9-9:30 am","9-9:30 am","Lat 22.7262326","Lng 71.63131369999999","22.7262326,71.63131369999999","7JJHPJGJ+FGW","ChIJ3YHfbm-bXjkRgkZUjF626L8","https://www.google.com/maps/place/?q=place_id:ChIJ3YHfbm-bXjkRgkZUjF626L8","13828503173038622338","https://www.google.com/search?kgmid=/g/11w9_mz67m","/g/11w9_mz67m","https://lh5.googleusercontent.com/p/AF1QipO458RBwS0nkaHdgJ1PqaikBLQzNM1E7BjgFtd1"," "," "," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIgAEoCg",,,"Men's clothing","Quick visit",,,,,"Identifies as women-owned"
"1430","clothing in gujarat","Clothes","Shari Number 5  Plot 134  R.T.O Rd  Navyug Soceity  Shiv Om Nagar  Rajapara  Bhavnagar  Gujarat 364003","Shari Number 5","Bhavnagar","364003","Plot 134  R.T.O Rd","Gujarat","IN","Asia/Calcutta","ચ્લોથેસ"," ",," "," ",,,"Men's clothing store"," ","Yes","0","0","open"," ",,,,,,,,"Lat 21.7572506","Lng 72.1235547","21.7572506,72.1235547","7JHJQ44F+WC3","ChIJVX8J7JlRXzkRkZSqpWysdo4","https://www.google.com/maps/place/?q=place_id:ChIJVX8J7JlRXzkRkZSqpWysdo4","10265581983273489553","https://www.google.com/search?kgmid=/g/11ydc63mqt","/g/11ydc63mqt"," "," "," "," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIqAEoCw",,,"Men's clothing",,,,,,
"1431","clothing in gujarat","Sakhi imitation","Vitthal press street no I opp. R. P. P. girls high school  Surendranagar  Gujarat 363001","Vitthal press street no I opp. R. P. P. girls high school","Surendranagar","363001","Surendranagar  Gujarat 363001","Gujarat","IN","Asia/Calcutta","સખી ઇમિટેશન","09898514436","098985 14436"," "," ",,,"Lingerie store","Beauty product supplier","Yes","34","4.1","open","Wednesday, 9 am-9 pm; Thursday, 9 am-9 pm; Friday, 9 am-9 pm; Saturday, 9 am-9 pm; Sunday, 9 am-2 pm; Monday, 9 am-9 pm; Tuesday, 9 am-9 pm; ","9 am-9 pm","9 am-2 pm","9 am-9 pm","9 am-9 pm","9 am-9 pm","9 am-9 pm","9 am-9 pm","Lat 22.7280508","Lng 71.63317769999999","22.7280508,71.63317769999999","7JJHPJHM+67F","ChIJ03LfihxBWTkRf_-hlJCOXTM","https://www.google.com/maps/place/?q=place_id:ChIJ03LfihxBWTkRf_-hlJCOXTM","3701271220388495231","https://www.google.com/search?kgmid=/g/11cmyc4zcc","/g/11cmyc4zcc","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDc14_-7AE"," ","https://search.google.com/local/reviews?placeid=ChIJ03LfihxBWTkRf_-hlJCOXTM&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIvQEoDA",,"Google Pay | NFC mobile payments","Women's clothing","Quick visit",,"Wheelchair-accessible car park | Wheelchair-accessible entrance","LGBTQ+ friendly",,
"1432","clothing in gujarat","Palxi Patola Saree","Navjivan Park  New 80 Feet Rd  Ambika Nagar  Surendranagar  Gujarat 363002","Navjivan Park","Surendranagar","363002","New 80 Feet Rd","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Saree Shop","Women's clothing store","Yes","3","3.7","open","Wednesday, 9 am-5 pm; Thursday, 9 am-5 pm; Friday, 9 am-5 pm; Saturday, 9 am-5 pm; Sunday, 9 am-5 pm; Monday, 9 am-5 pm; Tuesday, 9 am-5 pm; ","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","Lat 22.7318051","Lng 71.6532132","22.7318051,71.6532132","7JJHPMJ3+P7G","ChIJe5ogOo5BWTkRZcHu23Kh4Nk","https://www.google.com/maps/place/?q=place_id:ChIJe5ogOo5BWTkRZcHu23Kh4Nk","15699725815701750117","https://www.google.com/search?kgmid=/g/11g1qh_tjd","/g/11g1qh_tjd","https://lh5.googleusercontent.com/p/AF1QipPp2hJ7G152LhhxAifR-EOXz73t7vY5M_T_5_tF"," ","https://search.google.com/local/reviews?placeid=ChIJe5ogOo5BWTkRZcHu23Kh4Nk&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcI5AEoDQ","Delivery | In-store shopping",,"Women's clothing","Quick visit",,,,,
"1433","clothing in gujarat","RETOLD","PJGM+GH3  Mai Mandir Rd  Salimanagar Society  Vadhavan  Surendranagar  Gujarat 363002","PJGM+GH3","Surendranagar","363002","Mai Mandir Rd","Gujarat","IN","Asia/Calcutta","રેતોલ્દ"," ",," "," ",,,"Clothing store"," ","No","1","1","open"," ",,,,,,,,"Lat 22.7262682","Lng 71.6339096","22.7262682,71.6339096","7JJHPJGM+GH3","ChIJHbmjOxtBWTkRbmpU1J61LGM","https://www.google.com/maps/place/?q=place_id:ChIJHbmjOxtBWTkRbmpU1J61LGM","7146286402501896814","https://www.google.com/search?kgmid=/g/11j38jw43z","/g/11j38jw43z","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICau8269QE"," ","https://search.google.com/local/reviews?placeid=ChIJHbmjOxtBWTkRbmpU1J61LGM&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIiQIoDg",,,,"Quick visit",,,,,
"1434","clothing in gujarat","Heritage PATOLA","Ganpati fatsar  vinayak nagar  Wadhwan  Surendranagar  Gujarat 363030","Ganpati fatsar","Surendranagar","363030","Surendranagar  Gujarat 363030","Gujarat","IN","Asia/Calcutta"," ","08460651805","084606 51805",,,"https://www.instagram.com/invites/contact/?i=1rbgh7pcxmtin&utm_content=mmc208y","instagram.com","Saree Shop"," ","Yes","0","0","open","Wednesday, Open 24 hours; Thursday, Open 24 hours; Friday, Open 24 hours; Saturday, Open 24 hours; Sunday, Open 24 hours; Monday, Open 24 hours; Tuesday, Open 24 hours; ","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Lat 22.7100166","Lng 71.65655149999999","22.7100166,71.65655149999999","7JJHPM64+2J3","ChIJjzxOn9lBWTkRndfNnb1cayQ","https://www.google.com/maps/place/?q=place_id:ChIJjzxOn9lBWTkRndfNnb1cayQ","2624293177339533213","https://www.google.com/search?kgmid=/g/11rvjz8fx2","/g/11rvjz8fx2","https://lh5.googleusercontent.com/p/AF1QipMM5-OxCNasDBCAGqpljpIiS88TpiszKbEOPppI","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.instagram.com/invites/contact/?i=1rbgh7pcxmtin&utm_content=mmc208y&size=48"," "," "," ",,,"Create an account or log in to Instagram – Share what you're into with the people who get you.",,"0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIpQIoDw","Delivery","NFC mobile payments","Women's clothing","Quick visit",,,,,
"1435","clothing in gujarat","શુભ ગારમેન્ટ","Talala  Gujarat 362150"," ","Talala"," "," ","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Clothing store"," ","No","0","0","open"," ",,,,,,,,"Lat 21.0571076","Lng 70.5334821","21.0571076,70.5334821","7JHG3G4M+R9X","ChIJcTdLkYzJ4jsRfE19OsKtrlU","https://www.google.com/maps/place/?q=place_id:ChIJcTdLkYzJ4jsRfE19OsKtrlU","6174063188888079740","https://www.google.com/search?kgmid=/g/11x6w4st_d","/g/11x6w4st_d","https://lh5.googleusercontent.com/p/d2qUcSFPS2-3ul1Kl5kJvQ"," "," "," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIzAIoEA",,,,,,,,,
"1436","clothing in gujarat","Parimal Solanki","Javahar Road Morbino Utaro Seri 1  Surendranagar  Gujarat 363002","Javahar Road Morbino Utaro Seri 1","Surendranagar","363002","Surendranagar  Gujarat 363002","Gujarat","IN","Asia/Calcutta"," ","09428475579","094284 75579"," "," ",,,"Clothing store"," ","Yes","0","0","open","Wednesday, 10:30 am-8:30 pm; Thursday, 10:30 am-8:30 pm; Friday, 10:30 am-8:30 pm; Saturday, 10:30 am-8:30 pm; Sunday, 10:30 am-8:30 pm; Monday, 10:30 am-8:30 pm; Tuesday, 10:30 am-8:30 pm; ","10:30 am-8:30 pm","10:30 am-8:30 pm","10:30 am-8:30 pm","10:30 am-8:30 pm","10:30 am-8:30 pm","10:30 am-8:30 pm","10:30 am-8:30 pm","Lat 22.7265785","Lng 71.63230089999999","22.7265785,71.63230089999999","7JJHPJGJ+JWM","ChIJuWDfR8NBWTkR3VldWlLxQmo","https://www.google.com/maps/place/?q=place_id:ChIJuWDfR8NBWTkR3VldWlLxQmo","7656947652488944093","https://www.google.com/search?kgmid=/g/11kb71m09y","/g/11kb71m09y","https://lh5.googleusercontent.com/p/eWwqcL6ovVgMrdukaSjlQQ"," "," "," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcI3wIoEQ",,,,"Quick visit",,,,,
"1437","clothing in gujarat","Mens The Garment Hub Wholsale Retail","2HQM+7VQ  Mens the garment hub wholsale nd retaile shop  near jalaram farsan house  Halim Ni Khadki  Shahpur  Ahmedabad  Gujarat 380001","2HQM+7VQ","Ahmedabad","380001","Mens the garment hub wholsale nd retaile shop","Gujarat","IN","Asia/Calcutta","મેન્સ થે ગારમેન્ટ હબ હોલ્સેલ રીટેલ","08905260633","089052 60633"," "," ",,,"Clothing store"," ","No","8","5","open"," ",,,,,,,,"Lat 23.0382063","Lng 72.58473","23.0382063,72.58473","7JMJ2HQM+7VQ","ChIJrwDdcLyFXjkR4lOO6ZZkheA","https://www.google.com/maps/place/?q=place_id:ChIJrwDdcLyFXjkR4lOO6ZZkheA","16178447835724665826","https://www.google.com/search?kgmid=/g/11f6576sry","/g/11f6576sry","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICEu4ajXQ"," ","https://search.google.com/local/reviews?placeid=ChIJrwDdcLyFXjkR4lOO6ZZkheA&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIgQMoEg",,"Credit cards | Debit cards | NFC mobile payments",,"Quick visit",,,,,
"1438","clothing in gujarat","Rajwadi Collection","Javahar Rd  nr. Pentagon Complex  Vadhavan  Surendranagar  Gujarat 363001","Javahar Rd","Surendranagar","363001","nr. Pentagon Complex","Gujarat","IN","Asia/Calcutta"," ","09898274470","098982 74470"," "," ",,,"Men's clothing store"," ","Yes","1","1","open"," ",,,,,,,,"Lat 22.7261336","Lng 71.6322145","22.7261336,71.6322145","7JJHPJGJ+FV4","ChIJzXKHXPlBWTkRY5smEkrRDvY","https://www.google.com/maps/place/?q=place_id:ChIJzXKHXPlBWTkRY5smEkrRDvY","17730338899066526563","https://www.google.com/search?kgmid=/g/11trtj101d","/g/11trtj101d","https://lh5.googleusercontent.com/p/eWwqcL6ovVgMrdukaSjlQQ"," ","https://search.google.com/local/reviews?placeid=ChIJzXKHXPlBWTkRY5smEkrRDvY&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIoQMoEw",,,"Men's clothing","Quick visit",,,,,
"1439","clothing in gujarat","શ્રીજી સાડી સ્ટોર","8CFF+VFX  Vadgam  Gujarat 388625","8CFF+VFX","Vadgam","388625","Vadgam  Gujarat 388625","Gujarat","IN","Asia/Calcutta"," ","08141095657","081410 95657"," "," ",,,"Women's clothing store"," ","Yes","1","1","open","Wednesday, 9 am-5 pm; Thursday, 9 am-5 pm; Friday, 9 am-5 pm; Saturday, 9 am-5 pm; Sunday, 9 am-5 pm; Monday, 9 am-5 pm; Tuesday, 9 am-5 pm; ","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","Lat 22.324896","Lng 72.423495","22.324896,72.423495","7JJJ8CFF+X95","ChIJLXHR6RofXzkRWsG1lHDHXWE","https://www.google.com/maps/place/?q=place_id:ChIJLXHR6RofXzkRWsG1lHDHXWE","7015983080858304858","https://www.google.com/search?kgmid=/g/11t40vt3kb","/g/11t40vt3kb","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID-qbOMCQ"," ","https://search.google.com/local/reviews?placeid=ChIJLXHR6RofXzkRWsG1lHDHXWE&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIvwMoFA","Delivery","Google Pay | NFC mobile payments | Credit cards","Women's clothing","Quick visit","Gender-neutral toilets",,,,"Identifies as women-owned"
"1440","clothing in gujarat","વિકાસ મેન્સવેર","Sandesar  Gujarat 388130"," ","Sandesar"," "," ","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Clothing store"," ","No","3","5","open"," ",,,,,,,,"Lat 22.5200916","Lng 72.8795251","22.5200916,72.8795251","7JJJGVCH+2RJ","ChIJlVqYNWtSXjkRbbESnNeNIxI","https://www.google.com/maps/place/?q=place_id:ChIJlVqYNWtSXjkRbbESnNeNIxI","1307044274043531629","https://www.google.com/search?kgmid=/g/11tb603xmr","/g/11tb603xmr","https://lh5.googleusercontent.com/p/06y8xMK077gqP8sZGrMcww"," ","https://search.google.com/local/reviews?placeid=ChIJlVqYNWtSXjkRbbESnNeNIxI&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcI5gMoFQ",,,,,,,,,
"1441","clothing in gujarat","Clothes for Interview Female","ROMANO NX  F/15  Ground Floor & Basement  Samedh Complex  Next to Indian Oil Associated Petrol Pump  Near HSBC Bank  Opposite Kotak Bank  Panchavati Rd  Chimanlal Girdharlal Rd  Ellisbridge  Ahmedabad  Gujarat 380006","ROMANO NX  F/15  Ground Floor & Basement  Samedh Complex  Next to Indian Oil Associated Petrol Pump  Near HSBC Bank  Opposite Kotak Bank  Panchavati Rd","Ahmedabad","380006","Chimanlal Girdharlal Rd","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Store"," ","No","0","0","open","Wednesday, 10:30 am-9 pm; Thursday, 10:30 am-9 pm; Friday, 10:30 am-9 pm; Saturday, 10:30 am-9 pm; Sunday, 10:30 am-9 pm; Monday, 10:30 am-9 pm; Tuesday, 10:30 am-9 pm; ","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","Lat 23.026027799999998","Lng 72.5569806","23.026027799999998,72.5569806","7JMJ2HG4+CQ9","ChIJ03pCNZeFXjkR1XpxwNt6UV8","https://www.google.com/maps/place/?q=place_id:ChIJ03pCNZeFXjkR1XpxwNt6UV8","6868405990961806037","https://www.google.com/search?kgmid=/g/11l1n1zyln","/g/11l1n1zyln","https://lh5.googleusercontent.com/p/wEVUMBgJMabFN6pjrcvYkg"," "," "," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcI_AMoFg",,,,,,,,,
"1442","clothing in gujarat","Labdhi Dresses","Sheri No 1  Vitthal Press Rd  Salimanagar Society  Vadhavan  Surendranagar  Gujarat 363002","Sheri No 1","Surendranagar","363002","Vitthal Press Rd","Gujarat","IN","Asia/Calcutta"," ","09427710603","094277 10603"," "," ",,,"Clothing store"," ","Yes","0","0","open"," ",,,,,,,,"Lat 22.7278654","Lng 71.6331175","22.7278654,71.6331175","7JJHPJHM+46X","ChIJxYdgs4JBWTkR7P9C_sAgcA4","https://www.google.com/maps/place/?q=place_id:ChIJxYdgs4JBWTkR7P9C_sAgcA4","1040367527194197996","https://www.google.com/search?kgmid=/g/11x16w0dxm","/g/11x16w0dxm","https://lh5.googleusercontent.com/p/X5_XXVw8Xqe-3JPoRi801g"," "," "," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcInwQoFw",,,,"Quick visit",,,,,
"1443","clothing in gujarat","Gujarat Fashion","890  1st Floor  Kucha Kabil Attar  Shanti Desai Marg  Tondon Market  Katra Neel  Chandni Chowk  Delhi  110006","890  1st Floor  Kucha Kabil Attar","Delhi","110006","Shanti Desai Marg","Delhi","IN","Asia/Calcutta","गुजरात फैशन","09871273748","098712 73748"," "," ",,,"Women's clothing store","Fabric store","No","1","5","open"," ",,,,,,,,"Lat 28.657139299999997","Lng 77.22634479999999","28.657139299999997,77.22634479999999","7JWVM64G+VG5","ChIJyV17ShD9DDkR-OMrPhrzHrk","https://www.google.com/maps/place/?q=place_id:ChIJyV17ShD9DDkR-OMrPhrzHrk","13339366440355750904","https://www.google.com/search?kgmid=/g/1tdfx2n8","/g/1tdfx2n8"," "," ","https://search.google.com/local/reviews?placeid=ChIJyV17ShD9DDkR-OMrPhrzHrk&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcIuwQoGA",,,"Women's clothing",,,,,,
"1444","clothing in gujarat","Summer collection ethnic wear western clothes festive collection wedding collection"," "," "," "," "," "," "," ","Asia/Calcutta","સમર કલેક્શન એથનિક વેર વેસ્ટર્ન ક્લોથસ ફેસ્ટિવ કલેક્શન વેડિંગ કલેક્શન"," ",," "," ",,,"Youth clothing store","Service establishment","Yes","1","1","open"," ",,,,,,,,"Lat 18.5879291","Lng 66.1514254","18.5879291,66.1514254","7JC8H5Q2+5HF","ChIJd-mWdJqFXjkRPVP--Ppbrhs","https://www.google.com/maps/place/?q=place_id:ChIJd-mWdJqFXjkRPVP--Ppbrhs","1994632818449077053","https://www.google.com/search?kgmid=/g/11fl0m_cvg","/g/11fl0m_cvg","https://lh5.googleusercontent.com/p/AF1QipNnsW7aAMOR6VX-hGkhwJiSzjBSU8h15tTM3FH3"," ","https://search.google.com/local/reviews?placeid=ChIJd-mWdJqFXjkRPVP--Ppbrhs&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwiI-d7R-9KOAxXgWHADHYjWAfsQ8BcI1wQoGQ",,,,,,,,,
